sp,total_home_score,total_away_score,posteam_score,defteam_score,score_differential,posteam_score_post,defteam_score_post,score_differential_post,away_score,home_score
0.0,10.0,7.0,10.0,7.0,3.0,10.0,7.0,3.0,14,33
0.0,10.0,7.0,10.0,7.0,3.0,10.0,7.0,3.0,14,33
0.0,10.0,7.0,10.0,7.0,3.0,10.0,7.0,3.0,14,33
0.0,10.0,7.0,10.0,7.0,3.0,10.0,7.0,3.0,14,33
0.0,10.0,7.0,10.0,7.0,3.0,10.0,7.0,3.0,14,33
0.0,10.0,7.0,10.0,7.0,3.0,10.0,7.0,3.0,14,33
0.0,10.0,7.0,10.0,7.0,3.0,10.0,7.0,3.0,14,33
1.0,16.0,7.0,10.0,7.0,3.0,16.0,7.0,9.0,14,33
1.0,17.0,7.0,16.0,7.0,9.0,17.0,7.0,10.0,14,33
0.0,17.0,7.0,7.0,17.0,-10.0,7.0,17.0,-10.0,14,33
0.0,17.0,7.0,7.0,17.0,-10.0,7.0,17.0,-10.0,14,33
0.0,17.0,7.0,7.0,17.0,-10.0,7.0,17.0,-10.0,14,33
1.0,17.0,13.0,7.0,17.0,-10.0,13.0,17.0,-4.0,14,33
1.0,17.0,14.0,13.0,17.0,-4.0,14.0,17.0,-3.0,14,33
0.0,17.0,14.0,17.0,14.0,3.0,17.0,14.0,3.0,14,33
0.0,17.0,14.0,17.0,14.0,3.0,17.0,14.0,3.0,14,33
0.0,17.0,14.0,17.0,14.0,3.0,17.0,14.0,3.0,14,33
0.0,17.0,14.0,17.0,14.0,3.0,17.0,14.0,3.0,14,33
0.0,17.0,14.0,17.0,14.0,3.0,17.0,14.0,3.0,14,33
0.0,17.0,14.0,17.0,14.0,3.0,17.0,14.0,3.0,14,33
0.0,17.0,14.0,17.0,14.0,3.0,17.0,14.0,3.0,14,33
0.0,17.0,14.0,17.0,14.0,3.0,17.0,14.0,3.0,14,33
0.0,17.0,14.0,14.0,17.0,-3.0,14.0,17.0,-3.0,14,33
0.0,17.0,14.0,17.0,14.0,3.0,17.0,14.0,3.0,14,33
0.0,17.0,14.0,17.0,14.0,3.0,17.0,14.0,3.0,14,33
0.0,17.0,14.0,17.0,14.0,3.0,17.0,14.0,3.0,14,33
1.0,20.0,14.0,17.0,14.0,3.0,20.0,14.0,6.0,14,33
0.0,20.0,14.0,14.0,20.0,-6.0,14.0,20.0,-6.0,14,33
0.0,20.0,14.0,14.0,20.0,-6.0,14.0,20.0,-6.0,14,33
0.0,20.0,14.0,14.0,20.0,-6.0,14.0,20.0,-6.0,14,33
0.0,20.0,14.0,14.0,20.0,-6.0,14.0,20.0,-6.0,14,33
0.0,20.0,14.0,20.0,14.0,6.0,20.0,14.0,6.0,14,33
0.0,20.0,14.0,20.0,14.0,6.0,20.0,14.0,6.0,14,33
0.0,20.0,14.0,20.0,14.0,6.0,20.0,14.0,6.0,14,33
0.0,20.0,14.0,20.0,14.0,6.0,20.0,14.0,6.0,14,33
0.0,20.0,14.0,20.0,14.0,6.0,20.0,14.0,6.0,14,33
0.0,20.0,14.0,14.0,20.0,-6.0,14.0,20.0,-6.0,14,33
0.0,20.0,14.0,14.0,20.0,-6.0,14.0,20.0,-6.0,14,33
0.0,20.0,14.0,14.0,20.0,-6.0,14.0,20.0,-6.0,14,33
0.0,20.0,14.0,14.0,20.0,-6.0,14.0,20.0,-6.0,14,33
0.0,20.0,14.0,20.0,14.0,6.0,20.0,14.0,6.0,14,33
0.0,20.0,14.0,20.0,14.0,6.0,20.0,14.0,6.0,14,33
0.0,20.0,14.0,20.0,14.0,6.0,20.0,14.0,6.0,14,33
0.0,20.0,14.0,20.0,14.0,6.0,20.0,14.0,6.0,14,33
0.0,20.0,14.0,20.0,14.0,6.0,20.0,14.0,6.0,14,33
0.0,20.0,14.0,20.0,14.0,6.0,20.0,14.0,6.0,14,33
0.0,20.0,14.0,20.0,14.0,6.0,20.0,14.0,6.0,14,33
0.0,20.0,14.0,20.0,14.0,6.0,20.0,14.0,6.0,14,33
1.0,26.0,14.0,20.0,14.0,6.0,26.0,14.0,12.0,14,33
1.0,27.0,14.0,26.0,14.0,12.0,27.0,14.0,13.0,14,33
0.0,27.0,14.0,14.0,27.0,-13.0,14.0,27.0,-13.0,14,33
0.0,27.0,14.0,14.0,27.0,-13.0,14.0,27.0,-13.0,14,33
0.0,27.0,14.0,14.0,27.0,-13.0,14.0,27.0,-13.0,14,33
0.0,27.0,14.0,14.0,27.0,-13.0,14.0,27.0,-13.0,14,33
0.0,27.0,14.0,14.0,27.0,-13.0,14.0,27.0,-13.0,14,33
0.0,27.0,14.0,14.0,27.0,-13.0,14.0,27.0,-13.0,14,33
0.0,27.0,14.0,27.0,14.0,13.0,27.0,14.0,13.0,14,33
0.0,27.0,14.0,27.0,14.0,13.0,27.0,14.0,13.0,14,33
0.0,27.0,14.0,27.0,14.0,13.0,27.0,14.0,13.0,14,33
0.0,27.0,14.0,27.0,14.0,13.0,27.0,14.0,13.0,14,33
0.0,27.0,14.0,27.0,14.0,13.0,27.0,14.0,13.0,14,33
0.0,27.0,14.0,27.0,14.0,13.0,27.0,14.0,13.0,14,33
1.0,30.0,14.0,27.0,14.0,13.0,30.0,14.0,16.0,14,33
0.0,30.0,14.0,14.0,30.0,-16.0,14.0,30.0,-16.0,14,33
0.0,30.0,14.0,14.0,30.0,-16.0,14.0,30.0,-16.0,14,33
0.0,30.0,14.0,14.0,30.0,-16.0,14.0,30.0,-16.0,14,33
0.0,30.0,14.0,14.0,30.0,-16.0,14.0,30.0,-16.0,14,33
0.0,30.0,14.0,14.0,30.0,-16.0,14.0,30.0,-16.0,14,33
0.0,30.0,14.0,14.0,30.0,-16.0,14.0,30.0,-16.0,14,33
0.0,30.0,14.0,14.0,30.0,-16.0,14.0,30.0,-16.0,14,33
0.0,30.0,14.0,14.0,30.0,-16.0,14.0,30.0,-16.0,14,33
0.0,30.0,14.0,14.0,30.0,-16.0,14.0,30.0,-16.0,14,33
0.0,30.0,14.0,30.0,14.0,16.0,30.0,14.0,16.0,14,33
0.0,30.0,14.0,30.0,14.0,16.0,30.0,14.0,16.0,14,33
0.0,30.0,14.0,30.0,14.0,16.0,30.0,14.0,16.0,14,33
0.0,30.0,14.0,30.0,14.0,16.0,30.0,14.0,16.0,14,33
0.0,30.0,14.0,30.0,14.0,16.0,30.0,14.0,16.0,14,33
0.0,30.0,14.0,30.0,14.0,16.0,30.0,14.0,16.0,14,33
0.0,30.0,14.0,14.0,30.0,-16.0,14.0,30.0,-16.0,14,33
0.0,30.0,14.0,14.0,30.0,-16.0,14.0,30.0,-16.0,14,33
0.0,30.0,14.0,14.0,30.0,-16.0,14.0,30.0,-16.0,14,33
0.0,30.0,14.0,14.0,30.0,-16.0,14.0,30.0,-16.0,14,33
0.0,30.0,14.0,30.0,14.0,16.0,30.0,14.0,16.0,14,33
0.0,30.0,14.0,30.0,14.0,16.0,30.0,14.0,16.0,14,33
0.0,30.0,14.0,30.0,14.0,16.0,30.0,14.0,16.0,14,33
0.0,30.0,14.0,30.0,14.0,16.0,30.0,14.0,16.0,14,33
0.0,30.0,14.0,30.0,14.0,16.0,30.0,14.0,16.0,14,33
1.0,33.0,14.0,30.0,14.0,16.0,33.0,14.0,19.0,14,33
0.0,33.0,14.0,14.0,33.0,-19.0,14.0,33.0,-19.0,14,33
0.0,33.0,14.0,14.0,33.0,-19.0,14.0,33.0,-19.0,14,33
0.0,33.0,14.0,14.0,33.0,-19.0,14.0,33.0,-19.0,14,33
0.0,33.0,14.0,14.0,33.0,-19.0,14.0,33.0,-19.0,14,33
0.0,33.0,14.0,14.0,33.0,-19.0,14.0,33.0,-19.0,14,33
0.0,33.0,14.0,33.0,14.0,19.0,33.0,14.0,19.0,14,33
0.0,33.0,14.0,33.0,14.0,19.0,33.0,14.0,19.0,14,33
0.0,33.0,14.0,33.0,14.0,19.0,33.0,14.0,19.0,14,33
0.0,33.0,14.0,33.0,14.0,19.0,33.0,14.0,19.0,14,33
0.0,33.0,14.0,33.0,14.0,19.0,33.0,14.0,19.0,14,33
0.0,33.0,14.0,33.0,14.0,19.0,33.0,14.0,19.0,14,33
0.0,33.0,14.0,33.0,14.0,19.0,33.0,14.0,19.0,14,33
0.0,33.0,14.0,33.0,14.0,19.0,33.0,14.0,19.0,14,33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,49
1.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,24,49
1.0,7.0,0.0,6.0,0.0,6.0,7.0,0.0,7.0,24,49
0.0,7.0,0.0,0.0,7.0,-7.0,0.0,7.0,-7.0,24,49
0.0,7.0,0.0,0.0,7.0,-7.0,0.0,7.0,-7.0,24,49
0.0,7.0,0.0,0.0,7.0,-7.0,0.0,7.0,-7.0,24,49
0.0,7.0,0.0,0.0,7.0,-7.0,0.0,7.0,-7.0,24,49
0.0,7.0,0.0,0.0,7.0,-7.0,0.0,7.0,-7.0,24,49
0.0,7.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,24,49
0.0,7.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,24,49
0.0,7.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,24,49
0.0,7.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,24,49
0.0,7.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,24,49
0.0,7.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,24,49
0.0,7.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,24,49
0.0,7.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,24,49
0.0,7.0,0.0,7.0,0.0,7.0,7.0,0.0,7.0,24,49
1.0,13.0,0.0,7.0,0.0,7.0,13.0,0.0,13.0,24,49
1.0,14.0,0.0,13.0,0.0,13.0,14.0,0.0,14.0,24,49
0.0,14.0,0.0,0.0,14.0,-14.0,0.0,14.0,-14.0,24,49
0.0,14.0,0.0,0.0,14.0,-14.0,0.0,14.0,-14.0,24,49
0.0,14.0,0.0,0.0,14.0,-14.0,0.0,14.0,-14.0,24,49
0.0,14.0,0.0,0.0,14.0,-14.0,0.0,14.0,-14.0,24,49
0.0,14.0,0.0,0.0,14.0,-14.0,0.0,14.0,-14.0,24,49
0.0,14.0,0.0,0.0,14.0,-14.0,0.0,14.0,-14.0,24,49
0.0,14.0,0.0,0.0,14.0,-14.0,0.0,14.0,-14.0,24,49
0.0,14.0,0.0,14.0,0.0,14.0,14.0,0.0,14.0,24,49
0.0,14.0,0.0,14.0,0.0,14.0,14.0,0.0,14.0,24,49
0.0,14.0,0.0,14.0,0.0,14.0,14.0,0.0,14.0,24,49
0.0,14.0,0.0,14.0,0.0,14.0,14.0,0.0,14.0,24,49
0.0,14.0,0.0,14.0,0.0,14.0,14.0,0.0,14.0,24,49
0.0,14.0,0.0,0.0,14.0,-14.0,0.0,14.0,-14.0,24,49
0.0,14.0,0.0,0.0,14.0,-14.0,0.0,14.0,-14.0,24,49
0.0,14.0,0.0,0.0,14.0,-14.0,0.0,14.0,-14.0,24,49
0.0,14.0,0.0,0.0,14.0,-14.0,0.0,14.0,-14.0,24,49
0.0,14.0,0.0,14.0,0.0,14.0,14.0,0.0,14.0,24,49
0.0,14.0,0.0,14.0,0.0,14.0,14.0,0.0,14.0,24,49
0.0,14.0,0.0,14.0,0.0,14.0,14.0,0.0,14.0,24,49
1.0,20.0,0.0,14.0,0.0,14.0,20.0,0.0,20.0,24,49
1.0,21.0,0.0,20.0,0.0,20.0,21.0,0.0,21.0,24,49
0.0,21.0,0.0,0.0,21.0,-21.0,0.0,21.0,-21.0,24,49
0.0,21.0,0.0,0.0,21.0,-21.0,0.0,21.0,-21.0,24,49
0.0,21.0,0.0,0.0,21.0,-21.0,0.0,21.0,-21.0,24,49
0.0,21.0,0.0,0.0,21.0,-21.0,0.0,21.0,-21.0,24,49
0.0,21.0,0.0,0.0,21.0,-21.0,0.0,21.0,-21.0,24,49
0.0,21.0,0.0,0.0,21.0,-21.0,0.0,21.0,-21.0,24,49
0.0,21.0,0.0,0.0,21.0,-21.0,0.0,21.0,-21.0,24,49
1.0,21.0,3.0,0.0,21.0,-21.0,3.0,21.0,-18.0,24,49
0.0,21.0,3.0,21.0,3.0,18.0,21.0,3.0,18.0,24,49
0.0,21.0,3.0,21.0,3.0,18.0,21.0,3.0,18.0,24,49
1.0,27.0,3.0,21.0,3.0,18.0,27.0,3.0,24.0,24,49
1.0,28.0,3.0,27.0,3.0,24.0,28.0,3.0,25.0,24,49
0.0,28.0,3.0,3.0,28.0,-25.0,3.0,28.0,-25.0,24,49
0.0,28.0,3.0,3.0,28.0,-25.0,3.0,28.0,-25.0,24,49
0.0,28.0,3.0,3.0,28.0,-25.0,3.0,28.0,-25.0,24,49
0.0,28.0,3.0,3.0,28.0,-25.0,3.0,28.0,-25.0,24,49
0.0,28.0,3.0,3.0,28.0,-25.0,3.0,28.0,-25.0,24,49
0.0,28.0,3.0,28.0,3.0,25.0,28.0,3.0,25.0,24,49
0.0,28.0,3.0,28.0,3.0,25.0,28.0,3.0,25.0,24,49
0.0,28.0,3.0,28.0,3.0,25.0,28.0,3.0,25.0,24,49
0.0,28.0,3.0,28.0,3.0,25.0,28.0,3.0,25.0,24,49
0.0,28.0,3.0,28.0,3.0,25.0,28.0,3.0,25.0,24,49
0.0,28.0,3.0,28.0,3.0,25.0,28.0,3.0,25.0,24,49
0.0,28.0,3.0,28.0,3.0,25.0,28.0,3.0,25.0,24,49
0.0,28.0,3.0,28.0,3.0,25.0,28.0,3.0,25.0,24,49
0.0,28.0,3.0,28.0,3.0,25.0,28.0,3.0,25.0,24,49
1.0,34.0,3.0,28.0,3.0,25.0,34.0,3.0,31.0,24,49
1.0,35.0,3.0,34.0,3.0,31.0,35.0,3.0,32.0,24,49
0.0,35.0,3.0,3.0,35.0,-32.0,3.0,35.0,-32.0,24,49
0.0,35.0,3.0,3.0,35.0,-32.0,3.0,35.0,-32.0,24,49
0.0,35.0,3.0,3.0,35.0,-32.0,3.0,35.0,-32.0,24,49
0.0,35.0,3.0,3.0,35.0,-32.0,3.0,35.0,-32.0,24,49
0.0,35.0,3.0,3.0,35.0,-32.0,3.0,35.0,-32.0,24,49
0.0,35.0,3.0,3.0,35.0,-32.0,3.0,35.0,-32.0,24,49
0.0,35.0,3.0,3.0,35.0,-32.0,3.0,35.0,-32.0,24,49
0.0,35.0,3.0,3.0,35.0,-32.0,3.0,35.0,-32.0,24,49
0.0,35.0,3.0,3.0,35.0,-32.0,3.0,35.0,-32.0,24,49
0.0,35.0,3.0,3.0,35.0,-32.0,3.0,35.0,-32.0,24,49
0.0,35.0,3.0,3.0,35.0,-32.0,3.0,35.0,-32.0,24,49
1.0,35.0,9.0,3.0,35.0,-32.0,9.0,35.0,-26.0,24,49
1.0,35.0,10.0,9.0,35.0,-26.0,10.0,35.0,-25.0,24,49
0.0,35.0,10.0,35.0,10.0,25.0,35.0,10.0,25.0,24,49
0.0,35.0,10.0,35.0,10.0,25.0,35.0,10.0,25.0,24,49
0.0,35.0,10.0,35.0,10.0,25.0,35.0,10.0,25.0,24,49
0.0,35.0,10.0,35.0,10.0,25.0,35.0,10.0,25.0,24,49
0.0,35.0,10.0,35.0,10.0,25.0,35.0,10.0,25.0,24,49
0.0,35.0,10.0,10.0,35.0,-25.0,10.0,35.0,-25.0,24,49
0.0,35.0,10.0,10.0,35.0,-25.0,10.0,35.0,-25.0,24,49
0.0,35.0,10.0,10.0,35.0,-25.0,10.0,35.0,-25.0,24,49
0.0,35.0,10.0,10.0,35.0,-25.0,10.0,35.0,-25.0,24,49
0.0,35.0,10.0,10.0,35.0,-25.0,10.0,35.0,-25.0,24,49
0.0,35.0,10.0,10.0,35.0,-25.0,10.0,35.0,-25.0,24,49
0.0,35.0,10.0,10.0,35.0,-25.0,10.0,35.0,-25.0,24,49
0.0,35.0,10.0,10.0,35.0,-25.0,10.0,35.0,-25.0,24,49
1.0,35.0,16.0,10.0,35.0,-25.0,16.0,35.0,-19.0,24,49
1.0,35.0,17.0,16.0,35.0,-19.0,17.0,35.0,-18.0,24,49
0.0,35.0,17.0,35.0,17.0,18.0,35.0,17.0,18.0,24,49
0.0,35.0,17.0,35.0,17.0,18.0,35.0,17.0,18.0,24,49
0.0,35.0,17.0,35.0,17.0,18.0,35.0,17.0,18.0,24,49
0.0,35.0,17.0,35.0,17.0,18.0,35.0,17.0,18.0,24,49
0.0,35.0,17.0,35.0,17.0,18.0,35.0,17.0,18.0,24,49
0.0,35.0,17.0,35.0,17.0,18.0,35.0,17.0,18.0,24,49
0.0,35.0,17.0,35.0,17.0,18.0,35.0,17.0,18.0,24,49
1.0,41.0,17.0,35.0,17.0,18.0,41.0,17.0,24.0,24,49
1.0,42.0,17.0,41.0,17.0,24.0,42.0,17.0,25.0,24,49
0.0,42.0,17.0,17.0,42.0,-25.0,17.0,42.0,-25.0,24,49
0.0,42.0,17.0,17.0,42.0,-25.0,17.0,42.0,-25.0,24,49
0.0,42.0,17.0,17.0,42.0,-25.0,17.0,42.0,-25.0,24,49
0.0,42.0,17.0,17.0,42.0,-25.0,17.0,42.0,-25.0,24,49
0.0,42.0,17.0,17.0,42.0,-25.0,17.0,42.0,-25.0,24,49
0.0,42.0,17.0,17.0,42.0,-25.0,17.0,42.0,-25.0,24,49
0.0,42.0,17.0,17.0,42.0,-25.0,17.0,42.0,-25.0,24,49
0.0,42.0,17.0,17.0,42.0,-25.0,17.0,42.0,-25.0,24,49
0.0,42.0,17.0,17.0,42.0,-25.0,17.0,42.0,-25.0,24,49
0.0,42.0,17.0,17.0,42.0,-25.0,17.0,42.0,-25.0,24,49
0.0,42.0,17.0,17.0,42.0,-25.0,17.0,42.0,-25.0,24,49
0.0,42.0,17.0,17.0,42.0,-25.0,17.0,42.0,-25.0,24,49
1.0,42.0,23.0,17.0,42.0,-25.0,23.0,42.0,-19.0,24,49
1.0,42.0,24.0,23.0,42.0,-19.0,24.0,42.0,-18.0,24,49
0.0,42.0,24.0,42.0,24.0,18.0,42.0,24.0,18.0,24,49
0.0,42.0,24.0,42.0,24.0,18.0,42.0,24.0,18.0,24,49
0.0,42.0,24.0,42.0,24.0,18.0,42.0,24.0,18.0,24,49
0.0,42.0,24.0,42.0,24.0,18.0,42.0,24.0,18.0,24,49
0.0,42.0,24.0,42.0,24.0,18.0,42.0,24.0,18.0,24,49
0.0,42.0,24.0,42.0,24.0,18.0,42.0,24.0,18.0,24,49
0.0,42.0,24.0,42.0,24.0,18.0,42.0,24.0,18.0,24,49
0.0,42.0,24.0,42.0,24.0,18.0,42.0,24.0,18.0,24,49
0.0,42.0,24.0,42.0,24.0,18.0,42.0,24.0,18.0,24,49
1.0,48.0,24.0,42.0,24.0,18.0,48.0,24.0,24.0,24,49
1.0,49.0,24.0,48.0,24.0,24.0,49.0,24.0,25.0,24,49
0.0,49.0,24.0,24.0,49.0,-25.0,24.0,49.0,-25.0,24,49
0.0,49.0,24.0,24.0,49.0,-25.0,24.0,49.0,-25.0,24,49
0.0,49.0,24.0,24.0,49.0,-25.0,24.0,49.0,-25.0,24,49
0.0,49.0,24.0,24.0,49.0,-25.0,24.0,49.0,-25.0,24,49
0.0,49.0,24.0,24.0,49.0,-25.0,24.0,49.0,-25.0,24,49
0.0,49.0,24.0,24.0,49.0,-25.0,24.0,49.0,-25.0,24,49
0.0,49.0,24.0,24.0,49.0,-25.0,24.0,49.0,-25.0,24,49
0.0,49.0,24.0,24.0,49.0,-25.0,24.0,49.0,-25.0,24,49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,20
1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3,20
0.0,3.0,0.0,0.0,3.0,-3.0,0.0,3.0,-3.0,3,20
0.0,3.0,0.0,0.0,3.0,-3.0,0.0,3.0,-3.0,3,20
0.0,3.0,0.0,0.0,3.0,-3.0,0.0,3.0,-3.0,3,20
0.0,3.0,0.0,0.0,3.0,-3.0,0.0,3.0,-3.0,3,20
0.0,3.0,0.0,0.0,3.0,-3.0,0.0,3.0,-3.0,3,20
0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,3,20
0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,3,20
0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,3,20
0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,3,20
0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,3,20
1.0,6.0,0.0,3.0,0.0,3.0,6.0,0.0,6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,3,20
0.0,6.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,3,20
0.0,6.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,3,20
0.0,6.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
0.0,6.0,0.0,0.0,6.0,-6.0,0.0,6.0,-6.0,3,20
1.0,6.0,3.0,0.0,6.0,-6.0,3.0,6.0,-3.0,3,20
0.0,6.0,3.0,6.0,3.0,3.0,6.0,3.0,3.0,3,20
