1,Peyton Manning,28,QB,2,2R,1-1-0,54,75,72.0,696,4,5.3,2RR,2.7,35,63.6,49,9.3,9.15,12.9,348.0,107.4,2RRR,12,2.60,8.88,8.75,0,0R,
,Team Totals,,,2,2,1-1-0,54,75,72.0,684,4,5.3,2,2.7,35,63.6,49,5.7,9.15,12.9,342.0,69.3,2,12,2.60,5.35,4.30,0,0,
