vegas_wpa,vegas_home_wpa,vegas_wp,vegas_home_wp,result,total,spread_line,total_line
-0.010720611,0.010720611,0.79284495,0.20715505,-2,56,-3.0,49.0
0.035497725,-0.035497725,0.78212434,0.21787566,-2,56,-3.0,49.0
-0.047385514,0.047385514,0.81762207,0.18237793,-2,56,-3.0,49.0
0.0041736364,-0.0041736364,0.77023655,0.22976345,-2,56,-3.0,49.0
-0.009191871,0.009191871,0.7744102,0.22558981,-2,56,-3.0,49.0
0.021042109,-0.021042109,0.7652183,0.23478168,-2,56,-3.0,49.0
0.0006593466,-0.0006593466,0.7862604,0.21373957,-2,56,-3.0,49.0
-0.012552321,0.012552321,0.7869198,0.21308023,-2,56,-3.0,49.0
0.03349769,-0.03349769,0.77436745,0.22563255,-2,56,-3.0,49.0
-0.012375236,0.012375236,0.80786514,0.19213486,-2,56,-3.0,49.0
0.00063705444,-0.00063705444,0.7954899,0.2045101,-2,56,-3.0,49.0
-0.0047727227,0.0047727227,0.79612696,0.20387304,-2,56,-3.0,49.0
0.05471593,-0.05471593,0.79135424,0.20864576,-2,56,-3.0,49.0
0.003298223,0.003298223,0.15392983,0.15392983,-2,56,-3.0,49.0
-0.003597349,-0.003597349,0.15722805,0.15722805,-2,56,-3.0,49.0
0.002008602,0.002008602,0.1536307,0.1536307,-2,56,-3.0,49.0
-0.029251665,-0.029251665,0.1556393,0.1556393,-2,56,-3.0,49.0
0.030820623,0.030820623,0.12638764,0.12638764,-2,56,-3.0,49.0
0.009972274,-0.009972274,0.84279174,0.15720826,-2,56,-3.0,49.0
0.009506762,-0.009506762,0.852764,0.14723599,-2,56,-3.0,49.0
0.002264917,-0.002264917,0.8622708,0.13772923,-2,56,-3.0,49.0
-0.010822237,0.010822237,0.8645357,0.13546431,-2,56,-3.0,49.0
-0.003601253,0.003601253,0.85371345,0.14628655,-2,56,-3.0,49.0
-0.039869905,0.039869905,0.8501122,0.1498878,-2,56,-3.0,49.0
-0.09044251,0.09044251,0.8102423,0.1897577,-2,56,-3.0,49.0
0.0494119,0.0494119,0.2802002,0.2802002,-2,56,-3.0,49.0
-0.040854253,-0.040854253,0.3296121,0.3296121,-2,56,-3.0,49.0
0.0039645433,-0.0039645433,0.71124214,0.28875786,-2,56,-3.0,49.0
-0.0062412024,0.0062412024,0.7152067,0.28479332,-2,56,-3.0,49.0
0.021832526,-0.021832526,0.7089655,0.29103452,-2,56,-3.0,49.0
-0.0055750012,0.0055750012,0.730798,0.269202,-2,56,-3.0,49.0
0.015694857,-0.015694857,0.725223,0.274777,-2,56,-3.0,49.0
-0.0085093975,0.0085093975,0.74091786,0.25908214,-2,56,-3.0,49.0
-0.013813376,0.013813376,0.73240846,0.26759154,-2,56,-3.0,49.0
-0.02068597,0.02068597,0.7185951,0.2814049,-2,56,-3.0,49.0
0.09744465,-0.09744465,0.6979091,0.30209088,-2,56,-3.0,49.0
0.015641332,-0.015641332,0.7953538,0.20464623,-2,56,-3.0,49.0
0.020361602,-0.020361602,0.8109951,0.1890049,-2,56,-3.0,49.0
-0.0,0.0,0.8313567,0.1686433,-2,56,-3.0,49.0
-0.011805654,0.011805654,0.8313567,0.1686433,-2,56,-3.0,49.0
-0.022346795,0.022346795,0.81955105,0.18044895,-2,56,-3.0,49.0
0.05397427,-0.05397427,0.79720426,0.20279574,-2,56,-3.0,49.0
0.021302402,-0.021302402,0.8511785,0.14882147,-2,56,-3.0,49.0
0.00037667164,-0.00037667164,0.8724809,0.12751907,-2,56,-3.0,49.0
0.0047237724,0.0047237724,0.1271424,0.1271424,-2,56,-3.0,49.0
0.010507569,0.010507569,0.13186617,0.13186617,-2,56,-3.0,49.0
-0.012787595,-0.012787595,0.14237374,0.14237374,-2,56,-3.0,49.0
0.016671255,0.016671255,0.12958615,0.12958615,-2,56,-3.0,49.0
0.008135542,0.008135542,0.1462574,0.1462574,-2,56,-3.0,49.0
0.11374728,0.11374728,0.15439294,0.15439294,-2,56,-3.0,49.0
0.0014400289,0.0014400289,0.26814023,0.26814023,-2,56,-3.0,49.0
0.0038968325,-0.0038968325,0.73041975,0.26958025,-2,56,-3.0,49.0
0.016071677,-0.016071677,0.7343166,0.2656834,-2,56,-3.0,49.0
0.008134067,-0.008134067,0.75038826,0.24961174,-2,56,-3.0,49.0
0.04489529,-0.04489529,0.75852233,0.24147767,-2,56,-3.0,49.0
0.027326047,-0.027326047,0.8034176,0.19658238,-2,56,-3.0,49.0
0.0026078224,-0.0026078224,0.8307437,0.16925633,-2,56,-3.0,49.0
0.011556923,-0.011556923,0.8333515,0.1666485,-2,56,-3.0,49.0
0.03506702,-0.03506702,0.8449084,0.15509158,-2,56,-3.0,49.0
0.015728056,-0.015728056,0.87997544,0.12002456,-2,56,-3.0,49.0
-0.034663856,0.034663856,0.8957035,0.104296505,-2,56,-3.0,49.0
-0.018231094,0.018231094,0.86103964,0.13896036,-2,56,-3.0,49.0
0.0979629,-0.0979629,0.84280854,0.15719146,-2,56,-3.0,49.0
0.0021758575,-0.0021758575,0.94077146,0.05922855,-2,56,-3.0,49.0
0.007685527,0.007685527,0.057052694,0.057052694,-2,56,-3.0,49.0
-0.0050147437,-0.0050147437,0.06473822,0.06473822,-2,56,-3.0,49.0
-0.0077899843,-0.0077899843,0.059723478,0.059723478,-2,56,-3.0,49.0
-0.008528944,-0.008528944,0.051933493,0.051933493,-2,56,-3.0,49.0
0.06728409,0.06728409,0.04340455,0.04340455,-2,56,-3.0,49.0
0.047057435,0.047057435,0.11068864,0.11068864,-2,56,-3.0,49.0
-0.02258347,-0.02258347,0.15774608,0.15774608,-2,56,-3.0,49.0
-0.008643284,-0.008643284,0.1351626,0.1351626,-2,56,-3.0,49.0
-0.04946389,-0.04946389,0.12651932,0.12651932,-2,56,-3.0,49.0
0.07854749,0.07854749,0.07705543,0.07705543,-2,56,-3.0,49.0
0.0010899381,0.0010899381,0.15560292,0.15560292,-2,56,-3.0,49.0
0.004544437,-0.004544437,0.84330714,0.15669286,-2,56,-3.0,49.0
-0.011063278,0.011063278,0.8478516,0.15214843,-2,56,-3.0,49.0
0.010604739,-0.010604739,0.8367883,0.1632117,-2,56,-3.0,49.0
-0.018428564,0.018428564,0.84739304,0.15260696,-2,56,-3.0,49.0
0.05665022,-0.05665022,0.8289645,0.17103553,-2,56,-3.0,49.0
0.0026403666,-0.0026403666,0.8856147,0.11438531,-2,56,-3.0,49.0
0.011667073,-0.011667073,0.88825506,0.11174494,-2,56,-3.0,49.0
0.06951797,-0.06951797,0.89992213,0.10007787,-2,56,-3.0,49.0
0.0,-0.005847454,0.9694401,0.030559897,-2,56,-3.0,49.0
0.0,-0.024712443,0.97528756,0.024712443,-2,56,-3.0,49.0
0.0,0.0,0.0,0.0,-2,56,-3.0,49.0
0.005878061,0.005878061,0.40123165,0.40123165,6,26,-3.0,41.5
-0.007291585,-0.007291585,0.4071097,0.4071097,6,26,-3.0,41.5
0.02645871,0.02645871,0.39981812,0.39981812,6,26,-3.0,41.5
-0.027434051,-0.027434051,0.42627683,0.42627683,6,26,-3.0,41.5
-0.0022784472,-0.0022784472,0.39884278,0.39884278,6,26,-3.0,41.5
0.069291085,0.069291085,0.39656433,0.39656433,6,26,-3.0,41.5
-0.0056883097,-0.0056883097,0.46585542,0.46585542,6,26,-3.0,41.5
-0.027066857,-0.027066857,0.4601671,0.4601671,6,26,-3.0,41.5
-0.026996315,-0.026996315,0.43310025,0.43310025,6,26,-3.0,41.5
0.039616972,0.039616972,0.40610394,0.40610394,6,26,-3.0,41.5
0.010064304,-0.010064304,0.5542791,0.4457209,6,26,-3.0,41.5
0.005409837,-0.005409837,0.5643434,0.4356566,6,26,-3.0,41.5
-0.022674322,0.022674322,0.5697532,0.43024677,6,26,-3.0,41.5
-0.035840392,0.035840392,0.5470789,0.4529211,6,26,-3.0,41.5
0.026001185,-0.026001185,0.5112385,0.48876148,6,26,-3.0,41.5
0.042379886,0.042379886,0.4627603,0.4627603,6,26,-3.0,41.5
-0.019159883,-0.019159883,0.5051402,0.5051402,6,26,-3.0,41.5
-0.0018088222,-0.0018088222,0.4859803,0.4859803,6,26,-3.0,41.5
0.035823077,0.035823077,0.48417148,0.48417148,6,26,-3.0,41.5
0.012752175,0.012752175,0.51999456,0.51999456,6,26,-3.0,41.5
0.012722373,0.012722373,0.53274673,0.53274673,6,26,-3.0,41.5
0.026025712,0.026025712,0.5454691,0.5454691,6,26,-3.0,41.5
0.033095837,0.033095837,0.5714948,0.5714948,6,26,-3.0,41.5
-0.03429371,-0.03429371,0.60459065,0.60459065,6,26,-3.0,41.5
-0.010822237,-0.010822237,0.57029694,0.57029694,6,26,-3.0,41.5
0.016388655,0.016388655,0.5594747,0.5594747,6,26,-3.0,41.5
0.06117369,0.06117369,0.57586336,0.57586336,6,26,-3.0,41.5
0.00041901006,0.00041901006,0.63703704,0.63703704,6,26,-3.0,41.5
0.011675656,-0.011675656,0.36254394,0.63745606,6,26,-3.0,41.5
0.02058518,-0.02058518,0.3742196,0.6257804,6,26,-3.0,41.5
0.017727792,-0.017727792,0.39480478,0.6051952,6,26,-3.0,41.5
-0.093863845,0.093863845,0.41253257,0.58746743,6,26,-3.0,41.5
0.0063049793,0.0063049793,0.6813313,0.6813313,6,26,-3.0,41.5
-0.00311023,-0.00311023,0.68763626,0.68763626,6,26,-3.0,41.5
0.022494674,0.022494674,0.684526,0.684526,6,26,-3.0,41.5
-0.006586194,-0.006586194,0.7070207,0.7070207,6,26,-3.0,41.5
0.0,0.0,0.7004345,0.7004345,6,26,-3.0,41.5
-0.009094954,-0.009094954,0.7004345,0.7004345,6,26,-3.0,41.5
0.03503996,0.03503996,0.69133955,0.69133955,6,26,-3.0,41.5
0.009689271,0.009689271,0.7263795,0.7263795,6,26,-3.0,41.5
-0.008224785,-0.008224785,0.7360688,0.7360688,6,26,-3.0,41.5
0.06329626,0.06329626,0.727844,0.727844,6,26,-3.0,41.5
-0.094301075,-0.094301075,0.79114026,0.79114026,6,26,-3.0,41.5
-0.02622503,0.02622503,0.30316082,0.6968392,6,26,-3.0,41.5
0.027932465,-0.027932465,0.2769358,0.7230642,6,26,-3.0,41.5
-0.00685516,0.00685516,0.30486825,0.6951318,6,26,-3.0,41.5
0.0020306408,-0.0020306408,0.2980131,0.7019869,6,26,-3.0,41.5
-0.024463177,0.024463177,0.30004373,0.6999563,6,26,-3.0,41.5
0.000117868185,-0.000117868185,0.27558056,0.7244195,6,26,-3.0,41.5
0.029322565,-0.029322565,0.27569842,0.7243016,6,26,-3.0,41.5
-0.003916383,-0.003916383,0.694979,0.694979,6,26,-3.0,41.5
0.028827846,0.028827846,0.6910626,0.6910626,6,26,-3.0,41.5
0.0028960109,0.0028960109,0.7198905,0.7198905,6,26,-3.0,41.5
0.0052636266,0.0052636266,0.7227865,0.7227865,6,26,-3.0,41.5
0.01420635,0.01420635,0.7280501,0.7280501,6,26,-3.0,41.5
-0.02057892,-0.02057892,0.74225646,0.74225646,6,26,-3.0,41.5
-0.025013685,-0.025013685,0.72167754,0.72167754,6,26,-3.0,41.5
-0.026286304,-0.026286304,0.69666386,0.69666386,6,26,-3.0,41.5
0.07555032,0.07555032,0.67037755,0.67037755,6,26,-3.0,41.5
0.047274947,-0.047274947,0.25407213,0.7459279,6,26,-3.0,41.5
-0.030620337,0.030620337,0.30134708,0.6986529,6,26,-3.0,41.5
