play_id,game_id,season_type,week,game_date,season,order_sequence,nfl_api_id,id
3979.0,2024_01_HOU_IND,REG,1,2024-09-08,2024,3979.0,7d402acc-1312-11ef-afd1-646009f18b2e,0
40.0,2024_02_IND_GB,REG,2,2024-09-15,2024,40.0,7d405000-1312-11ef-afd1-646009f18b2e,0
57.0,2024_02_IND_GB,REG,2,2024-09-15,2024,57.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0035700
79.0,2024_02_IND_GB,REG,2,2024-09-15,2024,79.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0035700
101.0,2024_02_IND_GB,REG,2,2024-09-15,2024,101.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0038128
137.0,2024_02_IND_GB,REG,2,2024-09-15,2024,137.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0039811
175.0,2024_02_IND_GB,REG,2,2024-09-15,2024,175.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0035700
202.0,2024_02_IND_GB,REG,2,2024-09-15,2024,202.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0038797
224.0,2024_02_IND_GB,REG,2,2024-09-15,2024,224.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0038797
246.0,2024_02_IND_GB,REG,2,2024-09-15,2024,246.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0038128
271.0,2024_02_IND_GB,REG,2,2024-09-15,2024,271.0,7d405000-1312-11ef-afd1-646009f18b2e,0
291.0,2024_02_IND_GB,REG,2,2024-09-15,2024,291.0,7d405000-1312-11ef-afd1-646009f18b2e,0
315.0,2024_02_IND_GB,REG,2,2024-09-15,2024,315.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0036223
337.0,2024_02_IND_GB,REG,2,2024-09-15,2024,337.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0039164
360.0,2024_02_IND_GB,REG,2,2024-09-15,2024,360.0,7d405000-1312-11ef-afd1-646009f18b2e,00-0039164
