,receiver_player_name,play_type,week,posteam,receiving_yards,first_down_rush,first_down_pass,first_down_penalty,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,incomplete_pass,interception,fumble_forced,fumble_not_forced,fumble_out_of_bounds,solo_tackle,safety,penalty,tackled_for_loss,fumble_lost,qb_hit,rush_attempt,pass_attempt,sack,touchdown,pass_touchdown,rush_touchdown,return_touchdown,fumble,complete_pass,assist_tackle,lateral_reception,lateral_rush,lateral_return,lateral_recovery,penalty_yards,aborted_play,success,first_down,out_of_bounds,no_score_prob,opp_fg_prob,opp_safety_prob,opp_td_prob,fg_prob,safety_prob,td_prob,extra_point_prob,two_point_conversion_prob,ep,epa,total_home_epa,total_away_epa,total_home_rush_epa,total_away_rush_epa,total_home_pass_epa,total_away_pass_epa,air_epa,yac_epa,comp_air_epa,comp_yac_epa,total_home_comp_air_epa,total_away_comp_air_epa,total_home_comp_yac_epa,total_away_comp_yac_epa,total_home_raw_air_epa,total_away_raw_air_epa,total_home_raw_yac_epa,total_away_raw_yac_epa,wp,def_wp,home_wp,away_wp,wpa,home_wp_post,away_wp_post,total_home_rush_wpa,total_away_rush_wpa,total_home_pass_wpa,total_away_pass_wpa,air_wpa,yac_wpa,comp_air_wpa,comp_yac_wpa,total_home_comp_air_wpa,total_away_comp_air_wpa,total_home_comp_yac_wpa,total_away_comp_yac_wpa,total_home_raw_air_wpa,total_away_raw_air_wpa,total_home_raw_yac_wpa,total_away_raw_yac_wpa,cp,cpoe,qb_epa,xyac_epa,xyac_mean_yardage,xyac_median_yardage,xyac_success,xyac_fd,xpass,ydstogo
10,J.Reed,pass,2,GB,9.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018977119,0.14678584,0.0018085336,0.22594199,0.29775462,0.001907031,0.30682486,0.0,0.0,1.0192834,-0.9721408,4.5999117,-4.5999117,-1.0361276,1.0361276,6.12826,-6.12826,-1.3201268,0.347986,-1.3201268,0.347986,-1.9967188,1.9967188,1.6292014,-1.6292014,-2.3465986,2.3465986,7.6895456,-7.6895456,0.7163544,0.28364557,0.7163544,0.28364557,-0.032069206,0.6842852,0.31571478,0.07430184,-0.07430184,0.06884428,-0.06884428,-0.021838784,-0.010230422,-0.021838784,-0.010230422,-0.037459664,0.037459664,-0.002770485,0.002770485,-0.3442899,0.3442899,0.39898083,-0.39898083,0.79429144,20.570856,-0.9721408,1.3236452,8.908363,7.5,0.35971305,0.2228696,0.8511576,15.5
11,R.Doubs,pass,2,GB,62.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.083454065,0.11506807,0.0014762493,0.19478591,0.24951641,0.0035407133,0.35215858,0.0,0.0,1.5090828,2.194463,15.607864,-15.607864,-1.1543741,1.1543741,14.423587,-14.423587,1.9965334,0.19792967,1.9965334,0.19792967,1.4933615,-1.4933615,0.7876168,-0.7876168,-0.0055700145,0.0055700145,13.382072,-13.382072,0.8998523,0.1001477,0.8998523,0.1001477,0.020783067,0.9206354,0.079364635,0.1156342,-0.1156342,0.17827082,-0.17827082,-0.00014324982,0.020926317,-0.00014324982,0.020926317,-0.03534485,0.03534485,0.023332058,-0.023332058,-0.4444518,0.4444518,0.6038515,-0.6038515,0.57694334,42.305668,2.194463,0.5006091,5.7448044,3.0,0.99876076,0.99876076,0.80136466,5.6666665
12,T.Kraft,pass,2,GB,16.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.01652199,0.15760101,0.0018778499,0.24635457,0.21912283,0.004135269,0.35438648,0.0,0.0,0.9453037,0.7988901,12.58313,-12.58313,-1.8922276,1.8922276,15.036225,-15.036225,-1.1929092,1.9917994,-1.1929092,1.9917994,-0.8389223,0.8389223,2.8835936,-2.8835936,-1.5386819,1.5386819,15.004282,-15.004282,0.85724574,0.14275426,0.85724574,0.14275426,0.0093488395,0.86659455,0.13340542,0.08650017,-0.08650017,0.22552149,-0.22552149,0.0,0.0093488395,0.0,0.0093488395,-0.035752304,0.035752304,0.043124937,-0.043124937,-0.64941275,0.64941275,0.8466276,-0.8466276,0.7853527,21.46473,0.7988901,1.2367547,6.9471254,5.5,0.37129238,0.18023968,0.89070547,13.5
13,M.Lloyd,pass,2,GB,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018614404,0.03535605,0.0005940435,0.062102597,0.36513874,0.00084374024,0.51735044,0.0,0.0,4.1765823,-0.23416665,14.27043,-14.27043,6.902015,-6.902015,8.490592,-8.490592,-1.2037807,0.96961397,-1.2037807,0.96961397,-0.30755726,0.30755726,1.809107,-1.809107,-1.8195721,1.8195721,10.310164,-10.310164,0.8399106,0.16008937,0.8399106,0.16008937,0.0020157695,0.8419264,0.1580736,0.14984247,-0.14984247,0.14134158,-0.14134158,0.0,0.0020157695,0.0,0.0020157695,-0.04269153,0.04269153,0.08418821,-0.08418821,-0.04269153,0.04269153,0.18403311,-0.18403311,0.8680717,13.192833,-0.23416665,1.3784578,11.436292,10.0,0.5704503,0.27507177,0.4220891,10.0
14,C.Kmet,pass,3,CHI,97.0,0.0,7.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1.0,0.14070807,0.06715838,0.0010439632,0.11704655,0.32521734,0.0022880682,0.34653762,0.0,0.0,2.3831027,0.92738146,5.21402,-5.21402,7.2352614,-7.2352614,-1.7946216,1.7946216,0.81534106,0.11204031,0.65442103,0.3532012,4.8884745,-4.8884745,-10.091609,10.091609,-2.823693,2.823693,-0.75866437,0.75866437,0.22005543,0.7799446,0.7799446,0.22005543,0.011207229,0.7687374,0.23126264,0.124304794,-0.124304794,0.087052524,-0.087052524,0.0019006445,0.0093065845,0.0016436889,0.012223046,-0.18173559,0.18173559,0.10106616,-0.10106616,-0.18380217,0.18380217,0.21230806,-0.21230806,0.6498623,25.922863,0.92738146,0.6727453,3.8819113,2.3636363,0.87530214,0.78033423,0.83968925,7.4545455
15,K.Herbert,pass,3,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4735,0.947,-0.947,5.225687,-5.225687,9.218131,-9.218131,-2.152086,2.152086,0.0,0.0,0.0,0.0,2.635137,-2.635137,-11.153317,11.153317,-8.195407,8.195407,3.6392493,-3.6392493,0.22066449,0.7793355,0.7793355,0.22066449,-0.020696089,0.8000316,0.1999684,0.15878445,-0.15878445,0.1445827,-0.1445827,0.0,0.0,0.0,0.0,-0.24554716,0.24554716,0.105121106,-0.105121106,-0.24837367,0.24837367,0.30806974,-0.30806974,0.0,0.0,-0.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,D.Carter,pass,3,CHI,22.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.21286404,0.05504543,0.0009143797,0.08477553,0.3204662,0.0011786147,0.32475582,0.0,0.0,2.4766529,-0.84202653,5.7940364,-5.7940364,6.094561,-6.094561,-0.6739714,0.6739714,-0.09975678,-0.7422698,-0.55059785,0.66053945,4.5227222,-4.5227222,-10.167957,10.167957,-4.541961,4.541961,1.0803922,-1.0803922,0.25137624,0.7486238,0.7486238,0.25137624,-0.02615718,0.774781,0.22521906,0.11089637,-0.11089637,0.106158115,-0.106158115,-0.0009221304,-0.02523505,0.0,0.00036067577,-0.19635029,0.19635029,0.114265196,-0.114265196,-0.19733255,0.19733255,0.22519048,-0.22519048,0.6602493,-16.024933,-0.84202653,1.2468407,5.5172296,3.8333333,0.51626927,0.47042707,0.9366965,10.666667
17,D.Moore,pass,3,CHI,78.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.19667634,0.065890215,0.0012048713,0.11449877,0.25951108,0.0024650157,0.3597537,0.0,0.0,2.3001676,-0.09386705,4.2114973,-4.2114973,5.1260366,-5.1260366,-1.1523373,1.1523373,-0.49566507,0.40179807,-0.61867315,0.6826453,4.4578238,-4.4578238,-8.197508,8.197508,-2.053995,2.053995,0.23469155,-0.23469155,0.3004897,0.6995103,0.6995103,0.3004897,0.005185761,0.69432455,0.30567545,0.08487664,-0.08487664,0.047613516,-0.047613516,0.019381842,-0.014196081,0.019381842,-0.0120618595,-0.1700404,0.1700404,0.10583208,-0.10583208,-0.17146568,0.17146568,0.19153076,-0.19153076,0.7237907,7.620929,-0.09386705,1.6567285,4.6807547,3.4,0.7656852,0.559752,0.6412042,7.3
18,R.Odunze,pass,3,CHI,112.0,0.0,5.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,4.0,0.09706252,0.08503745,0.001236362,0.13931961,0.2547594,0.0021395448,0.42044508,0.0,0.0,2.4788506,0.13982868,5.317884,-5.317884,7.454298,-7.454298,-0.60046566,0.60046566,1.8949989,-1.7551703,0.6072371,0.288878,4.548737,-4.548737,-10.026658,10.026658,-3.8217542,3.8217542,0.35119054,-0.35119054,0.2217032,0.7782968,0.7782968,0.2217032,-0.0005987778,0.77889556,0.22110443,0.13394122,-0.13394122,0.12862022,-0.12862022,0.003723751,-0.004322529,0.003723751,0.01674357,-0.2039435,0.2039435,0.117507435,-0.117507435,-0.20651308,0.20651308,0.24780136,-0.24780136,0.49882862,4.66259,0.13982868,0.4718992,3.8858504,2.0,0.8151363,0.7066758,0.7595856,7.181818
19,G.Everett,pass,3,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07053529,0.012708447,0.00027633304,0.028340429,0.32748002,0.0007243925,0.5599351,0.0,0.0,4.6663733,-0.46614727,5.0735216,-5.0735216,3.8816617,-3.8816617,-0.73641276,0.73641276,2.3336265,-2.7997737,0.0,0.0,7.2485194,-7.2485194,-9.800772,9.800772,-0.8616138,0.8616138,0.64038944,-0.64038944,0.32990128,0.6700987,0.6700987,0.32990128,-0.0146404505,0.6847392,0.31526083,0.045291755,-0.045291755,0.06999993,-0.06999993,0.0,-0.0146404505,0.0,0.0,-0.17607602,0.17607602,0.12674019,-0.12674019,-0.17890254,0.17890254,0.2418316,-0.2418316,0.34608763,-34.608765,-0.46614727,0.0,0.0,0.0,0.0,0.0,0.44479743,10.0
