drive,fixed_drive,fixed_drive_result,drive_real_start_time,drive_play_count,drive_time_of_possession,drive_first_downs,drive_inside20,drive_ended_with_score,drive_quarter_start,drive_quarter_end,drive_yards_penalized,drive_start_transition,drive_end_transition,drive_start_yard_line,drive_end_yard_line,drive_play_id_started,drive_play_id_ended
9.0,9.0,Field goal,2003-09-07T14:17:34Z,6.0,0:29,1.0,1.0,1.0,2.0,2.0,4.0,INTERCEPTION,FIELD_GOAL,CLE 10,CLE 4,1575.0,1719.0
10.0,10.0,Punt,2003-09-07T14:36:25Z,8.0,5:15,2.0,0.0,0.0,3.0,3.0,-10.0,KICKOFF,PUNT,CLE 25,IND 40,1752.0,1972.0
10.0,10.0,Punt,2003-09-07T14:36:25Z,8.0,5:15,2.0,0.0,0.0,3.0,3.0,-10.0,KICKOFF,PUNT,CLE 25,IND 40,1752.0,1972.0
10.0,10.0,Punt,2003-09-07T14:36:25Z,8.0,5:15,2.0,0.0,0.0,3.0,3.0,-10.0,KICKOFF,PUNT,CLE 25,IND 40,1752.0,1972.0
10.0,10.0,Punt,2003-09-07T14:36:25Z,8.0,5:15,2.0,0.0,0.0,3.0,3.0,-10.0,KICKOFF,PUNT,CLE 25,IND 40,1752.0,1972.0
10.0,10.0,Punt,2003-09-07T14:36:25Z,8.0,5:15,2.0,0.0,0.0,3.0,3.0,-10.0,KICKOFF,PUNT,CLE 25,IND 40,1752.0,1972.0
10.0,10.0,Punt,2003-09-07T14:36:25Z,8.0,5:15,2.0,0.0,0.0,3.0,3.0,-10.0,KICKOFF,PUNT,CLE 25,IND 40,1752.0,1972.0
10.0,10.0,Punt,2003-09-07T14:36:25Z,8.0,5:15,2.0,0.0,0.0,3.0,3.0,-10.0,KICKOFF,PUNT,CLE 25,IND 40,1752.0,1972.0
10.0,10.0,Punt,2003-09-07T14:36:25Z,8.0,5:15,2.0,0.0,0.0,3.0,3.0,-10.0,KICKOFF,PUNT,CLE 25,IND 40,1752.0,1972.0
10.0,10.0,Punt,2003-09-07T14:36:25Z,8.0,5:15,2.0,0.0,0.0,3.0,3.0,-10.0,KICKOFF,PUNT,CLE 25,IND 40,1752.0,1972.0
10.0,10.0,Punt,2003-09-07T14:36:25Z,8.0,5:15,2.0,0.0,0.0,3.0,3.0,-10.0,KICKOFF,PUNT,CLE 25,IND 40,1752.0,1972.0
10.0,10.0,Punt,2003-09-07T14:36:25Z,8.0,5:15,2.0,0.0,0.0,3.0,3.0,-10.0,KICKOFF,PUNT,CLE 25,IND 40,1752.0,1972.0
11.0,11.0,Field goal,2003-09-07T14:45:45Z,11.0,6:02,3.0,0.0,1.0,3.0,3.0,-5.0,PUNT,FIELD_GOAL,IND 20,CLE 28,1989.0,2218.0
11.0,11.0,Field goal,2003-09-07T14:45:45Z,11.0,6:02,3.0,0.0,1.0,3.0,3.0,-5.0,PUNT,FIELD_GOAL,IND 20,CLE 28,1989.0,2218.0
11.0,11.0,Field goal,2003-09-07T14:45:45Z,11.0,6:02,3.0,0.0,1.0,3.0,3.0,-5.0,PUNT,FIELD_GOAL,IND 20,CLE 28,1989.0,2218.0
11.0,11.0,Field goal,2003-09-07T14:45:45Z,11.0,6:02,3.0,0.0,1.0,3.0,3.0,-5.0,PUNT,FIELD_GOAL,IND 20,CLE 28,1989.0,2218.0
11.0,11.0,Field goal,2003-09-07T14:45:45Z,11.0,6:02,3.0,0.0,1.0,3.0,3.0,-5.0,PUNT,FIELD_GOAL,IND 20,CLE 28,1989.0,2218.0
11.0,11.0,Field goal,2003-09-07T14:45:45Z,11.0,6:02,3.0,0.0,1.0,3.0,3.0,-5.0,PUNT,FIELD_GOAL,IND 20,CLE 28,1989.0,2218.0
11.0,11.0,Field goal,2003-09-07T14:45:45Z,11.0,6:02,3.0,0.0,1.0,3.0,3.0,-5.0,PUNT,FIELD_GOAL,IND 20,CLE 28,1989.0,2218.0
11.0,11.0,Field goal,2003-09-07T14:45:45Z,11.0,6:02,3.0,0.0,1.0,3.0,3.0,-5.0,PUNT,FIELD_GOAL,IND 20,CLE 28,1989.0,2218.0
11.0,11.0,Field goal,2003-09-07T14:45:45Z,11.0,6:02,3.0,0.0,1.0,3.0,3.0,-5.0,PUNT,FIELD_GOAL,IND 20,CLE 28,1989.0,2218.0
11.0,11.0,Field goal,2003-09-07T14:45:45Z,11.0,6:02,3.0,0.0,1.0,3.0,3.0,-5.0,PUNT,FIELD_GOAL,IND 20,CLE 28,1989.0,2218.0
11.0,11.0,Field goal,2003-09-07T14:45:45Z,11.0,6:02,3.0,0.0,1.0,3.0,3.0,-5.0,PUNT,FIELD_GOAL,IND 20,CLE 28,1989.0,2218.0
11.0,11.0,Field goal,2003-09-07T14:45:45Z,11.0,6:02,3.0,0.0,1.0,3.0,3.0,-5.0,PUNT,FIELD_GOAL,IND 20,CLE 28,1989.0,2218.0
