home_team,away_team,posteam,posteam_type,defteam,td_team,return_team,penalty_team,home_coach,away_coach
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,IND,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,CLE,CLE,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,CLE,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,IND,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,CLE,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,IND,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,IND,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,IND,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,CLE,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,IND,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,IND,away,CLE,,,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,CLE,,Butch Davis,Tony Dungy
CLE,IND,CLE,home,IND,,,,Butch Davis,Tony Dungy
IND,TEN,TEN,away,IND,,TEN,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,TEN,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,IND,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,TEN,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,TEN,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,TEN,TEN,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,IND,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,IND,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,IND,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,TEN,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,IND,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,TEN,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,TEN,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,IND,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,TEN,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,IND,,TEN,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,TEN,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,TEN,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,IND,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,TEN,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,IND,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,TEN,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,IND,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,TEN,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,IND,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,TEN,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,IND,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,IND,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,TEN,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,IND,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,IND,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,IND,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,TEN,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,TEN,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,TEN,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,IND,IND,,Tony Dungy,Jeff Fisher
IND,TEN,IND,home,TEN,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,TEN,TEN,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,TEN,TEN,away,IND,,,,Tony Dungy,Jeff Fisher
IND,JAX,JAX,away,IND,,JAX,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,,,Tony Dungy,Jack Del Rio
IND,JAX,JAX,away,IND,,IND,,Tony Dungy,Jack Del Rio
IND,JAX,IND,home,JAX,,,,Tony Dungy,Jack Del Rio
