Game Location,#Pl,ToGo,Yds,Att,YdsR,Y/A,TD,1D,Cmp,AttR,Cmp%,YdsRR,Y/AR,TDR,Int,Sk,1DR,Rate,ANY/A,
Home,492,8.43,6.88,210,847,4.0,5,43,184,273,67.4,2604,9.5,26,6,9,130,120.6,10.1,All Home Colts plays
Away,476,8.28,6.48,217,1004,4.6,5,56,169,254,66.5,2128,8.4,25,4,5,109,118.7,9.5,All Away Colts plays
,Rushing,Passing,,,,,,,,,,,,,,,,,,
Game Location,#Pl,ToGo,Yds,Att,Yds,Y/A,TD,1D,Cmp,Att,Cmp%,Yds,Y/A,TD,Int,Sk,1D,Rate,ANY/A,
Home,519,8.54,5.43,203,893,4.4,5,46,184,291,63.2,2092,7.2,15,13,25,100,83.3,5.7,All Home Opponent plays
Away,523,8.42,6.00,237,1144,4.8,7,60,180,266,67.7,2140,8.0,11,6,20,109,96.4,7.3,All Away Opponent plays
